1  9866.24	3.413839e-01	3.164123e-01	-2.000826e+01	2.247499e+00	6.006185e+01	-1.902000e+01	2.780158e-01	4.054716e-01	
3  9862.4	2.957271e-01	3.044548e-01	-1.979436e+01	2.242866e+00	5.989958e+01	-1.902000e+01	3.354110e-01	3.600335e-01	
2  9758.97	3.064770e-01	2.992437e-01	-1.968384e+01	2.270293e+00	6.000617e+01	-1.902000e+01	3.293392e-01	3.713168e-01	
5  9620.72	2.554709e-01	3.559674e-01	-1.964496e+01	2.287050e+00	6.016642e+01	-1.902000e+01	3.235041e-01	3.204287e-01	
2  9296.58	2.554709e-01	3.559674e-01	-1.964496e+01	2.287050e+00	6.016642e+01	-1.903128e+01	3.235041e-01	3.204287e-01	
6  9245.59	2.658745e-01	3.412081e-01	-1.962244e+01	2.266285e+00	6.022102e+01	-1.903128e+01	3.285503e-01	3.301419e-01	
7  9172.66	2.155907e-01	3.569339e-01	-1.972950e+01	2.294571e+00	6.027693e+01	-1.903128e+01	3.624491e-01	2.805175e-01	
9  9114.01	2.098564e-01	3.393756e-01	-1.967950e+01	2.294584e+00	6.036842e+01	-1.903128e+01	3.859383e-01	2.745869e-01	
6  8892.65	2.098564e-01	3.393756e-01	-1.967950e+01	2.294584e+00	6.036842e+01	-1.903892e+01	3.859383e-01	2.745869e-01	
1  8658.86	2.098564e-01	3.393756e-01	-1.967950e+01	2.294584e+00	6.036842e+01	-1.904710e+01	3.859383e-01	2.745869e-01	
4  8627.52	2.112276e-01	3.454597e-01	-1.973047e+01	2.294615e+00	6.039328e+01	-1.904710e+01	3.785356e-01	2.759056e-01	
1  8558.13	2.032804e-01	4.013501e-01	-1.968637e+01	2.269853e+00	6.051446e+01	-1.904710e+01	3.315276e-01	2.670236e-01	
2  8426.74	2.032804e-01	4.013501e-01	-1.968637e+01	2.269853e+00	6.051446e+01	-1.905200e+01	3.315276e-01	2.670236e-01	
12  8319.5	2.069097e-01	3.778166e-01	-1.961371e+01	2.241831e+00	6.061299e+01	-1.905200e+01	3.524019e-01	2.696831e-01	
4  8268.45	1.791256e-01	4.095478e-01	-1.955327e+01	2.252548e+00	6.067794e+01	-1.905200e+01	3.482983e-01	2.420557e-01	
2  7924.08	1.791256e-01	4.095478e-01	-1.955327e+01	2.252548e+00	6.067794e+01	-1.906510e+01	3.482983e-01	2.420557e-01	
3  7854.69	1.282276e-01	4.119773e-01	-1.952762e+01	2.243051e+00	6.073900e+01	-1.906510e+01	3.971508e-01	1.907739e-01	
1  7790.69	1.338208e-01	4.044999e-01	-1.945111e+01	2.241019e+00	6.081763e+01	-1.906510e+01	3.992519e-01	1.961504e-01	
3  7724.69	1.338208e-01	4.044999e-01	-1.945111e+01	2.241019e+00	6.081763e+01	-1.906758e+01	3.992519e-01	1.961504e-01	
1  7694.96	9.282321e-02	4.334661e-01	-1.957463e+01	2.271116e+00	6.086278e+01	-1.906758e+01	4.105634e-01	1.558729e-01	
1  7621.03	9.740613e-02	4.461897e-01	-1.955830e+01	2.293675e+00	6.092991e+01	-1.906758e+01	3.927883e-01	1.609247e-01	
1  7547.52	1.170069e-01	4.549896e-01	-1.955611e+01	2.289128e+00	6.103864e+01	-1.906758e+01	3.647361e-01	1.801773e-01	
5  7411.56	1.170069e-01	4.549896e-01	-1.955611e+01	2.289128e+00	6.103864e+01	-1.907297e+01	3.647361e-01	1.801773e-01	
3  7349.89	1.789255e-01	3.644304e-01	-1.957463e+01	2.250084e+00	6.109764e+01	-1.907297e+01	3.945447e-01	2.409280e-01	
2  7348.59	1.719817e-01	3.185696e-01	-1.946874e+01	2.230692e+00	6.120894e+01	-1.907297e+01	4.480927e-01	2.332413e-01	
7  7329.03	1.659577e-01	3.258301e-01	-1.963123e+01	2.237074e+00	6.122443e+01	-1.907297e+01	4.467169e-01	2.273566e-01	
9  7177.1	1.639445e-01	3.772635e-01	-1.976263e+01	2.243432e+00	6.132024e+01	-1.907297e+01	3.973196e-01	2.253207e-01	
7  7075.47	1.534320e-01	3.749546e-01	-1.971421e+01	2.238378e+00	6.145550e+01	-1.907297e+01	4.105451e-01	2.144046e-01	
3  7031.2	1.097094e-01	4.518028e-01	-1.965015e+01	2.237515e+00	6.154454e+01	-1.907297e+01	3.776190e-01	1.704828e-01	
3  6974.76	1.097094e-01	4.518028e-01	-1.965015e+01	2.237515e+00	6.154454e+01	-1.907530e+01	3.776190e-01	1.704828e-01	
3  6973.91	9.213354e-02	4.407899e-01	-1.964325e+01	2.234812e+00	6.151202e+01	-1.907530e+01	4.062147e-01	1.528998e-01	
12  6919.78	9.213354e-02	4.407899e-01	-1.964325e+01	2.234812e+00	6.151202e+01	-1.907749e+01	4.062147e-01	1.528998e-01	
1  6716.78	9.213354e-02	4.407899e-01	-1.964325e+01	2.234812e+00	6.151202e+01	-1.908579e+01	4.062147e-01	1.528998e-01	
2  6484.05	8.169255e-02	4.370976e-01	-1.961105e+01	2.235207e+00	6.182532e+01	-1.908579e+01	4.209530e-01	1.418549e-01	
3  6479.38	9.834420e-03	4.706984e-01	-1.937497e+01	2.226197e+00	6.190321e+01	-1.908579e+01	4.595969e-01	6.961033e-02	
1  6261.88	9.834420e-03	4.706984e-01	-1.937497e+01	2.226197e+00	6.190321e+01	-1.909475e+01	4.595969e-01	6.961033e-02	
15  6145.92	7.428348e-03	4.999646e-01	-1.929267e+01	2.228321e+00	6.200853e+01	-1.909475e+01	4.328848e-01	6.705661e-02	
2  6137.36	1.922181e-02	5.067907e-01	-1.926496e+01	2.221331e+00	6.202944e+01	-1.909475e+01	4.144871e-01	7.862822e-02	
2  6023.31	1.922181e-02	5.067907e-01	-1.926496e+01	2.221331e+00	6.202944e+01	-1.909977e+01	4.144871e-01	7.862822e-02	
8  6010.48	2.443241e-02	4.890670e-01	-1.932096e+01	2.210504e+00	6.204891e+01	-1.909977e+01	4.273188e-01	8.352031e-02	
6  5881.41	2.870294e-02	4.435028e-01	-1.942449e+01	2.203760e+00	6.229120e+01	-1.909977e+01	4.692458e-01	8.715826e-02	
1  5831.11	6.277884e-02	4.477903e-01	-1.944049e+01	2.194275e+00	6.232544e+01	-1.909977e+01	4.311909e-01	1.209258e-01	
1  5805.81	1.099106e-02	4.415131e-01	-1.955652e+01	2.191774e+00	6.247111e+01	-1.909977e+01	4.895912e-01	6.880307e-02	
15  5244.05	1.099106e-02	4.415131e-01	-1.955652e+01	2.191774e+00	6.247111e+01	-1.912469e+01	4.895912e-01	6.880307e-02	
10  5087.32	1.354521e-02	4.877736e-01	-1.968640e+01	2.198510e+00	6.263697e+01	-1.912469e+01	4.409111e-01	7.122313e-02	
3  4953.5	2.272320e-03	4.651134e-01	-1.986382e+01	2.200973e+00	6.285413e+01	-1.912469e+01	4.751804e-01	5.961472e-02	
8  4902.72	6.630669e-03	4.699327e-01	-1.970545e+01	2.208028e+00	6.291592e+01	-1.912469e+01	4.659372e-01	6.403874e-02	
6  4600.7	6.630669e-03	4.699327e-01	-1.970545e+01	2.208028e+00	6.291592e+01	-1.913977e+01	4.659372e-01	6.403874e-02	
10  4544.45	6.630669e-03	4.699327e-01	-1.970545e+01	2.208028e+00	6.291592e+01	-1.914265e+01	4.659372e-01	6.403874e-02	
2  4542.96	6.289694e-02	3.730863e-01	-1.963605e+01	2.209135e+00	6.299577e+01	-1.914265e+01	5.066351e-01	1.201875e-01	
2  4292.15	6.289694e-02	3.730863e-01	-1.963605e+01	2.209135e+00	6.299577e+01	-1.915532e+01	5.066351e-01	1.201875e-01	
2  4259.18	5.130751e-02	3.787528e-01	-1.972230e+01	2.207213e+00	6.307155e+01	-1.915532e+01	5.127442e-01	1.084121e-01	
4  4234.51	5.921333e-02	4.193129e-01	-1.952936e+01	2.223093e+00	6.302362e+01	-1.915532e+01	4.637914e-01	1.168046e-01	
2  4185.38	2.080092e-02	4.271764e-01	-1.953287e+01	2.230965e+00	6.312366e+01	-1.915532e+01	4.943255e-01	7.840738e-02	
2  4183.69	7.868302e-03	4.543695e-01	-1.961538e+01	2.251838e+00	6.309761e+01	-1.915532e+01	4.794930e-01	6.604663e-02	
1  3915.41	7.868302e-03	4.543695e-01	-1.961538e+01	2.251838e+00	6.309761e+01	-1.917004e+01	4.794930e-01	6.604663e-02	
11  3911.68	1.541317e-02	4.769046e-01	-1.974136e+01	2.249858e+00	6.315219e+01	-1.917004e+01	4.495634e-01	7.344132e-02	
2  3625.85	1.541317e-02	4.769046e-01	-1.974136e+01	2.249858e+00	6.315219e+01	-1.918726e+01	4.495634e-01	7.344132e-02	
1  3583.28	5.249733e-02	4.328593e-01	-1.977689e+01	2.227035e+00	6.322771e+01	-1.918726e+01	4.572342e-01	1.098160e-01	
2  3560.35	7.602477e-02	4.074546e-01	-1.970032e+01	2.244709e+00	6.325713e+01	-1.918726e+01	4.587231e-01	1.337319e-01	
7  3502.18	6.710737e-02	3.972814e-01	-1.961424e+01	2.225987e+00	6.334084e+01	-1.918726e+01	4.784331e-01	1.241954e-01	
2  3364.29	6.710737e-02	3.972814e-01	-1.961424e+01	2.225987e+00	6.334084e+01	-1.919583e+01	4.784331e-01	1.241954e-01	
2  3348.51	5.595078e-02	3.293364e-01	-1.939164e+01	2.257321e+00	6.354917e+01	-1.919583e+01	5.571330e-01	1.134410e-01	
3  3325.17	4.584400e-02	3.453884e-01	-1.957054e+01	2.237816e+00	6.356139e+01	-1.919583e+01	5.516928e-01	1.028293e-01	
1  3307.71	1.086342e-01	2.931374e-01	-1.949327e+01	2.235321e+00	6.354287e+01	-1.919583e+01	5.411822e-01	1.655910e-01	
8  3248.69	1.229924e-01	3.005610e-01	-1.958772e+01	2.215415e+00	6.359460e+01	-1.919583e+01	5.199853e-01	1.793643e-01	
2  3133.52	1.266930e-01	3.213126e-01	-1.940910e+01	2.221859e+00	6.381153e+01	-1.919583e+01	4.957581e-01	1.828406e-01	
16  2991.68	1.266930e-01	3.213126e-01	-1.940910e+01	2.221859e+00	6.381153e+01	-1.920525e+01	4.957581e-01	1.828406e-01	
1  2935.08	4.807819e-02	3.911637e-01	-1.924361e+01	2.239821e+00	6.391521e+01	-1.920525e+01	5.042644e-01	1.044834e-01	
3  2901.52	7.978206e-02	3.325510e-01	-1.928556e+01	2.225466e+00	6.401723e+01	-1.920525e+01	5.317034e-01	1.356574e-01	
2  2872.13	9.447870e-02	3.063071e-01	-1.930726e+01	2.216484e+00	6.411763e+01	-1.920525e+01	5.436442e-01	1.499607e-01	
6  2859.71	1.705520e-01	2.344414e-01	-1.939115e+01	2.195751e+00	6.415397e+01	-1.920525e+01	5.400034e-01	2.254674e-01	
4  2825.69	1.233877e-01	3.127581e-01	-1.950363e+01	2.200081e+00	6.419963e+01	-1.920525e+01	5.088241e-01	1.783301e-01	
9  2810.46	1.292336e-01	2.805175e-01	-1.957022e+01	2.184542e+00	6.426586e+01	-1.920525e+01	5.357085e-01	1.836865e-01	
1  2807.57	1.646443e-01	2.963376e-01	-1.964893e+01	2.191940e+00	6.434703e+01	-1.920525e+01	4.844365e-01	2.191387e-01	
4  2804.65	1.646443e-01	2.963376e-01	-1.964893e+01	2.191940e+00	6.434703e+01	-1.920547e+01	4.844365e-01	2.191387e-01	
9  2769.35	1.668791e-01	2.568620e-01	-1.983773e+01	2.207020e+00	6.430521e+01	-1.920547e+01	5.212416e-01	2.218090e-01	
5  2693.31	1.721156e-01	2.682125e-01	-1.987463e+01	2.221999e+00	6.449416e+01	-1.920547e+01	5.046164e-01	2.270842e-01	
5  2651.22	1.721156e-01	2.682125e-01	-1.987463e+01	2.221999e+00	6.449416e+01	-1.920857e+01	5.046164e-01	2.270842e-01	
13  2636.64	1.700294e-01	2.306812e-01	-1.995405e+01	2.232177e+00	6.451113e+01	-1.920857e+01	5.440182e-01	2.252137e-01	
1  2442.44	1.700294e-01	2.306812e-01	-1.995405e+01	2.232177e+00	6.451113e+01	-1.922254e+01	5.440182e-01	2.252137e-01	
5  2428.01	1.500425e-01	2.811601e-01	-1.993908e+01	2.230537e+00	6.456258e+01	-1.922254e+01	5.136537e-01	2.050995e-01	
1  2381.36	1.500425e-01	2.811601e-01	-1.993908e+01	2.230537e+00	6.456258e+01	-1.922623e+01	5.136537e-01	2.050995e-01	
3  2336.18	2.019516e-01	2.441810e-01	-2.002964e+01	2.228471e+00	6.476914e+01	-1.922623e+01	4.991241e-01	2.566087e-01	
2  2269.91	1.528119e-01	2.547601e-01	-1.998325e+01	2.209975e+00	6.483965e+01	-1.922623e+01	5.382435e-01	2.069103e-01	
12  2158.47	1.528119e-01	2.547601e-01	-1.998325e+01	2.209975e+00	6.483965e+01	-1.923529e+01	5.382435e-01	2.069103e-01	
6  2027.38	1.528119e-01	2.547601e-01	-1.998325e+01	2.209975e+00	6.483965e+01	-1.924648e+01	5.382435e-01	2.069103e-01	
4  2009.64	1.528119e-01	2.547601e-01	-1.998325e+01	2.209975e+00	6.483965e+01	-1.924804e+01	5.382435e-01	2.069103e-01	
