4  525.302	6.884470e-02	1.666220e-01	-2.112141e+01	2.253678e+00	6.691015e+01	-1.945173e+01	7.126742e-01	1.206230e-01	
1  523.309	1.410543e-01	1.049895e-01	-2.149340e+01	2.237400e+00	6.715350e+01	-1.943945e+01	7.028333e-01	1.920971e-01	
12  523.719	1.410543e-01	1.049895e-01	-2.149340e+01	2.237400e+00	6.715350e+01	-1.944416e+01	7.028333e-01	1.920971e-01	
1  523.321	1.410543e-01	1.049895e-01	-2.149340e+01	2.237400e+00	6.715350e+01	-1.944132e+01	7.028333e-01	1.920971e-01	
6  523.989	7.064489e-02	1.710328e-01	-2.026332e+01	2.252593e+00	6.727080e+01	-1.943938e+01	7.070419e-01	1.218455e-01	
2  524.253	1.019013e-02	2.397052e-01	-1.898163e+01	2.240471e+00	6.654243e+01	-1.945866e+01	6.979692e-01	6.224400e-02	
6  526.783	5.213246e-02	2.041598e-01	-1.856479e+01	2.222637e+00	6.653227e+01	-1.945625e+01	6.919592e-01	1.037993e-01	
9  526.861	3.811285e-02	2.070512e-01	-1.754247e+01	2.221019e+00	6.589918e+01	-1.948124e+01	7.021256e-01	9.073997e-02	
1  526.869	3.811285e-02	2.070512e-01	-1.754247e+01	2.221019e+00	6.589918e+01	-1.948025e+01	7.021256e-01	9.073997e-02	
1  526.782	1.344061e-01	1.153787e-01	-2.028662e+01	2.221664e+00	6.593432e+01	-1.947717e+01	6.975462e-01	1.869920e-01	
1  525.09	8.502496e-02	1.598183e-01	-2.031464e+01	2.241760e+00	6.604603e+01	-1.947568e+01	7.022051e-01	1.378938e-01	
2  524.281	4.050878e-02	2.042390e-01	-1.940982e+01	2.230141e+00	6.653204e+01	-1.946047e+01	7.033338e-01	9.234555e-02	
4  523.551	1.204813e-01	1.284524e-01	-1.999688e+01	2.236763e+00	6.725996e+01	-1.943561e+01	7.001191e-01	1.713485e-01	
1  523.619	2.466428e-02	2.215109e-01	-2.011686e+01	2.230772e+00	6.723778e+01	-1.943759e+01	7.029766e-01	7.543256e-02	
8  523.472	2.524019e-02	2.219298e-01	-2.097591e+01	2.234064e+00	6.758843e+01	-1.942608e+01	7.024360e-01	7.555510e-02	
6  523.481	2.524019e-02	2.219298e-01	-2.097591e+01	2.234064e+00	6.758843e+01	-1.942665e+01	7.024360e-01	7.555510e-02	
1  524.042	2.524019e-02	2.219298e-01	-2.097591e+01	2.234064e+00	6.758843e+01	-1.942159e+01	7.024360e-01	7.555510e-02	
2  523.953	1.523831e-01	8.810541e-02	-2.183818e+01	2.242997e+00	6.713519e+01	-1.943890e+01	7.082365e-01	2.035779e-01	
2  524.368	1.751262e-01	7.302789e-02	-2.092409e+01	2.244533e+00	6.801360e+01	-1.940769e+01	7.018536e-01	2.250404e-01	
3  524.916	1.719505e-01	7.461109e-02	-2.021698e+01	2.231707e+00	6.834522e+01	-1.939806e+01	7.042047e-01	2.211068e-01	
2  524.388	1.355558e-01	1.029131e-01	-2.211762e+01	2.247730e+00	6.792083e+01	-1.941501e+01	7.113329e-01	1.856757e-01	
4  524.247	1.288110e-01	1.106125e-01	-2.173551e+01	2.240249e+00	6.843606e+01	-1.939840e+01	7.112910e-01	1.780194e-01	
4  524.971	1.372990e-01	1.021601e-01	-2.118027e+01	2.224005e+00	6.755294e+01	-1.942636e+01	7.103143e-01	1.874464e-01	
1  524.989	1.372990e-01	1.021601e-01	-2.118027e+01	2.224005e+00	6.755294e+01	-1.942629e+01	7.103143e-01	1.874464e-01	
3  524.772	1.629232e-01	7.855962e-02	-1.976612e+01	2.225375e+00	6.719098e+01	-1.943673e+01	7.077176e-01	2.136427e-01	
3  526.664	1.329191e-01	1.194373e-01	-2.025015e+01	2.220589e+00	6.676899e+01	-1.944514e+01	6.963073e-01	1.841744e-01	
2  526.245	1.854434e-01	7.137104e-02	-2.031143e+01	2.231727e+00	6.726107e+01	-1.942751e+01	6.923515e-01	2.361976e-01	
1  528.893	1.579085e-01	1.027826e-01	-2.105722e+01	2.256119e+00	6.669282e+01	-1.944343e+01	6.870565e-01	2.100797e-01	
2  529.237	7.940343e-02	1.724830e-01	-2.037198e+01	2.263440e+00	6.609304e+01	-1.946622e+01	6.947409e-01	1.326934e-01	
